"index","word","meaning","meaning2","note","category"
"170","식당은 오 층에 있어요.","The restaurant is on the fifth floor.","","""<span style="""" font-style: normal; font-weight: normal;"""">오 - 5,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">층 - floor</span>""","dif2 polite"
"171","누가 했어요?","Who did it?","","""<span style="""" font-style: normal; font-weight: normal;"""">누가 = 누구 (who) + 가 (subject marking particle)</span>""","dif2 polite"
"172","누가 전화했어요?","Who called?","Who made the phone call?","""<span style="""" font-style: normal; font-weight: normal;"""">누가 = 누구 (who) + 가, 전화하다 - to make a phone call</span>""","dif2 polite"
"173","어제 누가 왔어요?","Who came yesterday?","","""<span style="""""""">어제 - yesterday, 오다 - to come</span>""","dif2 polite"
"174","그거 누가 만들었어요?","Who made that?","","""<span style="""""""">만들다 - to make</span>""","dif2 polite"
"175","누가 샀어요?","Who bought it?","","사다 - to buy","dif2 polite"
"176","8 시에 일어났어요.","I got up at 8 o'clock.","I got up at 8 am.","시 - hour, 에 - time marking particle, 일어나다 - to get up","dif2 polite"
"177","어떻게 찾았어요?","How did you find it?","How did he find it?","""<span style="""" font-style: normal; font-weight: normal;"""">어떻게 - how, 찾다 - to look for, to find</span>""","dif2 polite"
"178","어떻게 왔어요?","How did you get here?","How did you come here?","""<span style="""" font-style: normal; font-weight: normal;"""">어떻게 - how, 오다 - to come</span>""","dif2 polite"
"179","왜 전화했어요?","Why did you call?","","왜 - why, 전화하다 - to call on the phone","dif2 polite"
"180","왜 안 왔어요?","Why didn't you come?","Why didn't they come?","왜 - why, 안 - not","dif2 polite"
"181","얼마나 자주 와요?","How often do you come?","","""<span style="""" font-style: normal; font-weight: normal;"""">얼마나 - how,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">자주 - often</span>""","dif2 polite"
"182","얼마나 커요?","How big is it?","","""<span style="""" font-style: normal; font-weight: normal;"""">얼마나 - how, 크다 - to be big</span>""","dif2 polite"
"183","얼마나 무거워요?","How heavy is it?","","""<span style="""" font-style: normal; font-weight: normal;"""">얼마나 - how, 무겁다 - to be heavy</span>""","dif2 irregular polite"
"184","부산에서 서울까지 얼마나 걸려요?","How long does it take to go from Busan to Seoul?","","""<span style="""" font-style: normal; font-weight: normal;"""">부산 - Busan,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">에서 - from,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">서울 - Seoul,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">까지 - to,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">얼마나 - how (much), 걸리다 - to take time</span>""","dif2 polite"
"185","지금까지","until now","so far","""<span style="""" font-style: normal; font-weight: normal;"""">지금 - now,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">까지 - until</span>""","dif2 phrase"
"186","여기에서 저기까지","from here to there","","""<span style="""" font-style: normal; font-weight: normal;"""">여기 - here,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">저기 - there</span>""","dif2 phrase"
"187","머리부터 발끝까지","from head to toe","","""<span style="""" font-style: normal; font-weight: normal;"""">머리 - head,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">발끝 - the end of foot, tip of toes</span>""","dif2 phrase"
"188","아침부터 저녁까지","from morning until evening","","""<span style="""" font-style: normal; font-weight: normal;"""">아침 - morning,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">저녁 - evening</span>""","dif2 phrase"
"189","지난&nbsp;금요일부터","since last Friday","","""<span style="""" font-style: normal; font-weight: normal;"""">지난 - last,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">금요일 - Friday,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">부터 - from, since</span>""","dif2 phrase"
"190","내일 갈 거예요.","I'll go tomorrow.","I'm going to go tomorrow.","""<span style="""" font-style: normal; font-weight: normal;"""">내일 - tomorrow, 가다 - to go, ㄹ 거예요 - the future tense ending</span>""","dif2 polite"
"191","혼자 갈 거예요.","I'll go alone.","I'm going to go by myself.","""<span style="""" font-style: normal; font-weight: normal;"""">혼자 - alone</span>""","dif2 polite"
"192","뭐 할 거예요?","What are you going to do?","What will you do?","""<span style="""""""">하다 - to do</span>""","dif2 polite"
"193","이거 정말 할 거예요?","Are you really going to do it?","","""<span style="""""""">정말 - really</span>""","dif2 polite"
"194","청바지 입을 거예요.","I'm going to wear blue jeans.","","""<span style="""" font-style: normal; font-weight: normal;"""">청바지 - blue jeans, 입다 - to wear</span>""","dif2 polite"
"195","내일&nbsp;뭐 입을 거예요?","What are you going to wear tomorrow?","","""<span style="""""""">내일 - tomorrow,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">입다 - to wear</span>""","dif2 polite"
"196","티셔츠 입을 거예요.","I'm going to wear a t-shirt.","","""<span style="""" font-style: normal; font-weight: normal;"""">티셔츠 - t-shirt</span>""","dif2 polite"
"197","누구 만날 거예요?","Who are you going to meet?","","""<span style="""""""">만나다 - to meet</span>""","dif2 polite"
"198","언제 만날 거예요?","When are you going to meet?","","","dif2 polite"
"199","어디에서 팔 거예요?","Where are you going to sell it?","","""<span style="""""""">팔다 - to sell</span>""","dif2 polite"
"200","얼마에 팔 거예요?","At what price are you going to sell it?","","""<span style="""" font-style: normal; font-weight: normal;"""">얼마에 - at what price</span>""","dif2 polite"
"201","일주일에 몇 번?","How many times a week?","","""<span style="""" font-style: normal; font-weight: normal;"""">일주일 - one week,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">몇 - how many, 번 - times</span>""","dif2 phrase"
"202","친구를 만났어요. 그리고 밥을 먹었어요.","I met a friend and had something to eat.","I met some friends and ate something.","""<span style="""""""">친구 - friend,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">그리고 - and,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">밥 - food</span>""","dif2 polite"
"203","김치는 맛있어요. 그리고 한국 음식이에요.","Kimchi is delicious and it is Korean food.","","""<span style="""" font-style: normal; font-weight: normal;"""">김치 - a Korean dish,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">한국 - Korean,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">음식 - food,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">그리고 - and</span>""","dif2 polite"
"204","이거하고 이거 주세요.","Please give me this and this.","","""<span style="""""""">하고 - and</span>""","dif2 honorific"
"205","우유랑 빵 샀어요.","I bought milk and bread.","","""<span style="""""""">우유 - milk,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">랑 - and (a little more casual than 하고),&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">빵 - bread</span>""","dif2 polite"
"206","친구하고 영화 봤어요.","I saw a movie with a friend.","","""<span style="""" font-style: normal; font-weight: normal;"""">친구 - friend,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">하고 - with,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">영화 - movie, 보다 - to see</span>""","dif2 polite"
"207","누구랑 갔어요?","Who did you go with?","","""<span style="""""""">누구 - who,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">랑 - with</span>""","dif2 polite"
"208","친구랑 같이&nbsp;영화 봤어요.","I saw a movie together with a friend.","","""<span style="""" font-style: normal; font-weight: normal;"""">랑 - with,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">같이 - together</span>""","dif2 polite"
"209","피곤해요. 그렇지만 영화 보고 싶어요.","I'm tired but I want to see a movie.","","""피곤하다 - to be tired,&nbsp;<span style="""" font-style: normal; font-weight: normal;"""">그렇지만 - but,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">영화 - movie</span>""","dif2 polite"
"210","어제 이거 샀어요. 그렇지만 정말 커요.","I bought this yesterday but it's really big.","","""크다 - to be big. """"<span style="""" font-style: normal; font-weight: normal;"""">그렇지만</span>"""" means it's bigger than you expected and you are unhappy about it.""","dif2 polite"
"211","어제 이거 샀어요. 그런데 정말 커요.","I bought this yesterday but it's really big.","""<span style="""" font-style: normal; font-weight: normal;"""">I bought this yesterday and it's really big.</span>""","""크다 - to be big. """"<span style="""" font-style: normal; font-weight: normal;"""">그런데</span>"""" means it's bigger than you expected but it's not necessarily a bad thing.""","dif2 polite"
"212","어제 학교에 갔어요. 그런데 일요일이었어요.","I went to school yesterday but it was Sunday.","I went to school yesterday, and by the way, it was Sunday.","""<span style="""""""">그런데 - but,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">일요일 - Sunday,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">이었어요 - was</span>""","dif2 polite"
"213","지금 몇 시예요?","What time is it now?","","""<span style="""" font-style: normal; font-weight: normal;"""">지금 - now,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">몇 - how many,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">시 - hours, time</span>""","dif2 polite"
"214","11시 12분이에요.","It's 11:12 o'clock.","","You say hours using the native Korean numbers and minutes using the Sino-Korean numbers","dif2 polite"
"215","10시 정각에 만나요.","Meet me at 10 o'clock sharp.","","""<span style="""""""">정각 - the exact time</span>""","dif2 polite"
"216","사과 한 개","one apple","","""<span style="""" font-style: normal; font-weight: normal;"""">사과 - apple,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">한 - one,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">개 - counter for objects</span>""","dif2 phrase"
"217","몇 개","how many things","how many objects","""<span style="""" font-style: normal; font-weight: normal;"""">몇 - how many,&nbsp;</span><span style="""" font-style: normal; font-weight: normal;"""">개 - counter for objects</span>""","dif2 phrase"
