"index","word","meaning","hanzi","category"
"762","전화번호","phone number","電話番號",""
"763","남다","to remain, to be left","",""
"764","실수","mistake, error","失手",""
"765","닭고기","chicken (meat)",""," food "
"766","남대문","the South Gate","南大門",""
"767","기쁘다","to be glad, happy, pleased","",""
"768","담배","cigarette","",""
"769","초등학교","elementary school","初等學校",""
"770","만지다","to touch","",""
"771","경기","game (football etc.);<div>economy, business</div>","競技,&nbsp;景氣",""
"772","공휴일","legal holiday, bank holiday","公休日",""
"773","헤어지다","to break up, part, separate","",""
"774","말고","not ... but ...","",""
"775","달력","calendar","-曆",""
"776","무섭다","to be scary, frightening, fearful;<div>to be scared</div>","",""
"777","원","won (Korean currency);<div>circle</div>","圓",""
"778","허리","waist","",""
"779","복습하다","to review","復習",""
"780","티셔츠","T-shirt",""," eng "
"781","위험","danger, risk","危險",""
"782","달리다","to run;<div>to hang;</div><div>to depend on</div>","",""
"783","운동화","sports shoes","運動靴",""
"784","재미있게","interestingly, in a fun way","",""
"785","편하다","to be convenient, comfortable","便",""
"786","눈물","tear","",""
"787","단어","word, vocabulary","單語",""
"788","끊다","to cut off, break off","",""
"789","소풍","picnic","消風",""
"790","똑바로","straight, directly;<div>honestly, frankly</div>","",""
"791","결혼식","wedding ceremony","結婚式",""
"792","고르다","to choose, pick;<div>to be regular, even</div>","",""
"793","칫솔","toothbrush","齒-",""
"794","아무나","anybody","",""
"795","부인","[your] wife (hon.);<div>woman, lady;</div><div>denial, disapproval</div>","夫人,&nbsp;婦人,&nbsp;否認",""
"796","착하다","to be nice (good-natured)","",""
"797","환자","patient (medical)","患者",""
"798","호텔","hotel",""," eng "
"799","등","the back;<br>grade, class","等",""
"800","수고하다","to work hard, keep up the effort","",""
"801","서쪽","the west","西-",""
"802","하늘","the sky","",""
"803","소주","Korean hard liquor","燒酒"," food "
"804","해보다","to try; to experience","",""
"805","정도","degree, extent","程度",""
"806","숟가락","spoon","",""
"807","녹색","green","綠色"," color "
"808","뚱뚱하다","to be fat","",""
"809","칠판","blackboard","漆板",""
"810","비누","soap","",""
"811","대","counter for vehicles and other machinery","臺",""
"812","짓다","to make, build, construct","",""
"813","부탁","request","付託",""
"814","매우","very, so, much","",""
"815","수영장","swimming pool","水泳場",""
"816","걸다","to hang, suspend;<div>to speak to, call</div>","",""
"817","여권","passport","旅券",""
"818","저런","such, like that","",""
"819","부부","a married couple","夫婦",""
"820","나타나다","to appear, turn up;<div>to be revealed</div>","",""
"821","물론","of course","勿論",""
"822","스키","skiing, skis",""," eng "
"823","일본어","Japanese (language)","日本語",""
"824","멋있다","to be attractive, stylish, cool","",""
"825","사고","accident;<div>thinking</div>","事故, 思考",""
"826","가슴","chest","",""
"827","편의점","convenience store","便宜店",""
"828","빌리다","to borrow","",""
"829","계단","stairs","階段",""
"830","쌀","uncooked rice",""," food "
"831","학원","educational institute, academy","學院",""
"832","잡수시다","to eat (hon.)","",""
"833","실례","bad manners, rudeness","失禮",""
"834","마리","counter for animals","",""
"835","느끼다","to feel, experience","",""
"836","가구","furniture;<br>household","家具,&nbsp;家口",""
"837","세상","the world, society","世上",""
"838","어둡다","to be dark, gloomy","",""
"839","장갑","glove","掌匣",""
"840","오래간만","first time in a while","",""
"841","산책하다","to take a walk","散策",""
"842","스트레스","stress",""," eng "
"843","반지","ring","斑指",""
"844","잃어버리다","to lose something (completely)","",""
"845","치약","toothpaste","齒藥",""
"846","어린이","young child, kid","",""
"847","이사하다","to move (to live elsewhere)","移徙",""
"848","그러나","but, though, however","",""
"849","시내","the city, downtown;<div>brook, stream</div>","市內",""
"850","어울리다","to match, fit, suit well, look good;<div>to associate (with), get along (with)</div>","",""
"851","직접","directly, personally","直接",""
"852","어깨","shoulder","",""
"853","불편하다","to be inconvenient, uncomfortable","不便",""
"854","거울","mirror","",""
"855","만화","comic book","漫畵",""
"856","나다","<div>to appear, come out;</div><div>to break</div>","",""
"857","벽","wall;<br>characteristic","壁",""
"858","까만색","black",""," color "
"859","갖다","to have, to hold","",""
"860","최고","the best, the highest, top","最高",""
"861","이유","reason, cause","理由",""
"862","자르다","to cut, slice","",""
"863","지하철역","subway station","地下鐵驛",""
"864","뉴스","news",""," eng "
"865","막히다","to be blocked, be stopped","",""
"866","현재","the present (tense)","現在",""
"867","성","family name;<div>castle;</div><div>gender</div>","姓,&nbsp;城,&nbsp;性",""
"868","튼튼하다","to be strong, solid, healthy","",""
"869","농구","basketball","籠球",""
"870","구름","cloud","",""
"871","유행","fashion","流行",""
"872","돌다","to turn, rotate, revolve","",""
"873","노래방","karaoke room","--房",""
"874","국수","noodles",""," food "
"875","이모","aunt (mother's sister)","姨母",""
"876","이기다","to win","",""
"877","주차장","parking lot","駐車場",""
"878","아저씨","mister","",""
"879","최근","lately, most recently","最近",""
"880","떨어지다","to fall, crash;<div>to be short of, run out;</div><div>to be worn out</div>","",""
"881","학기","semester","學期",""
"882","크리스마스","Christmas",""," eng "
"883","친하다","to be close, friendly, intimate with","親",""
"884","옛날","old times, the past","",""
"885","여성","women","女性",""
"886","갔다오다","to go and come back","",""
"887","열","fever, heat;<div>row, line, queue</div>","熱,&nbsp;列",""
"888","가운데","center","",""
"889","약간","a little, slightly","若干",""
"890","건너다","to cross (over)","",""
"891","분위기","atmosphere, mood","雰圍氣",""
"892","새벽","dawn","",""
"893","홍차","black tea","紅茶"," food "
"894","남기다","to leave, set aside","",""
"895","노력","effort","努力",""
"896","거의","almost","",""
"897","애인","lover, sweetheart","愛人",""
"898","심심하다","to be bored","",""
"899","기자","reporter","記者",""
"900","아까","a while ago","",""
"901","시장보다","to go grocery shopping","市場",""
"902","카드","card",""," eng "
"903","상품","product, goods;<div>prize</div>","商品,&nbsp;賞品",""
"904","즐기다","to enjoy oneself","",""
"905","야채","vegetable","野菜"," food "
"906","노란색","yellow",""," color "
"907","취직하다","to get a job","就職",""
"908","글","writing, a piece of writing, text","",""
"909","평소에","usually, ordinarily","平素-",""
"910","못생기다","to be ugly, unattractive","",""
"911","삼촌","uncle","三寸",""
"912","냄새","smell, scent","",""
"913","결정하다","to decide","決定",""
"914","서로","each other, mutually","",""
"915","동네","neighborhood, village","洞-",""
"916","굽다","to bake, roast, toast;<div>to be crooked, be bent</div>","",""
"917","내용","contents, substance","內容",""
"918","소리","sound, noise","",""
"919","급하다","to be in a hurry, be urgent","急",""
"920","라디오","radio",""," eng "
"921","예약","reservation, booking","豫約",""
"922","외우다","to memorize","",""
"923","우산","umbrella","雨傘",""
"924","강아지","puppy","",""
"925","이용하다","to use, take advantage of","利用",""
"926","오이","cucumber",""," food "
"927","소설","novel","小說",""
"928","날씬하다","to be slim, slender","",""
"929","선배","senior (often at the same education- or workplace)","先輩",""
"930","거짓말","lie","",""
"931","참다","to endure, bear","",""
"932","남성","men, male;<div>masculine gender</div>","男性",""
"933","만약","if","萬若",""
"934","사귀다","to date, go out;<div>to make friends with, keep company with</div>","",""
"935","의미","meaning, sense","意味",""
"936","물고기","fish","",""
"937","두껍다","to be thick, heavy","",""
"938","특히","especially, particularly","特-",""
"939","관심","interest, concern","關心",""
"940","찾아가다","to visit","",""
"941","예술","art","藝術",""
"942","미터","meter",""," eng "
"943","시키다","to order, force someone","",""
"944","성격","character, personality","性格",""
"945","횡단보도","crosswalk","橫斷步道",""
"946","익숙하다","to be familiar, used to something","",""
"947","결과","result","結果",""
"948","땀","sweat, perspiration","",""
"949","던지다","to throw","",""
"950","반찬","side dish","飯饌"," food "
"951","배달","delivery","配達",""
"952","기억나다","to remember, recollect","",""
"953","일부","part, section, portion","一部",""
"954","이미","already, yet;<div>previously</div>","",""
"955","까맣다","to be black",""," color "
"956","자식","one's children","子息",""
"957","지난번","last time, the other day","--番",""
"958","얻다","to get, to gain","",""
"959","자연","nature","自然",""
"960","가지","kind (of), sort (of);<div>branch, twig;</div><div>eggplant</div>","",""
"961","전하다","to convey, communicate, report;<div>to teach, introduce</div>","傳",""
"962","테니스","tennis",""," eng "
"963","중국어","Chinese (language)","中國語",""
"964","깊다","to be deep","",""
"965","휴가","vacation (in general)","休暇",""
"966","쉽게","easily","",""
"967","방송하다","to broadcast","放送",""
"968","하루","(one) day, 24 hours","",""
"969","회사원","company employee (in an office)","會社員",""
"970","가져가다","to take (along), carry","",""
"971","해외","foreign country, overseas","海外",""
"972","피","blood","",""
"973","이상하다","to be strange (unusual)","異常·異狀",""
"974","그대로","as [it] is, intactly","",""
"975","과거","the past","過去",""
"976","깨다","to break;<div>to wake (up)</div>","",""
"977","선수","player, athlete","選手",""
"978","감자","potato",""," food "
"979","특별하다","to be special, extraordinary","特別",""
"980","피아노","piano",""," eng "
"981","성함","name (hon.)","姓銜",""
"982","바뀌다","to be changed, transformed","",""
"983","이후","after this, in the future","以後",""
"984","아가씨","miss, young lady","",""
"985","따라하다","to imitate, repeat (after)","",""
"986","종업원","waiter, waitress","從業員",""
"987","출장","business trip","出張·出場",""
"988","부럽다","to be jealous, envious","",""
"989","화장품","cosmetics","化粧品",""
"990","달걀","egg",""," food "
"991","피다","to bloom, blossom;<div>to burn</div>","",""
"992","인형","doll, puppet","人形",""
"993","광고","advertisement","廣告",""
"994","추워지다","to become cold","",""
"995","추석","Korean harvest festival","秋夕",""
"996","빨간색","red",""," color "
