"index","word","meaning"
"414","Los maestros significan mucho en la vida de los estudiantes.","Teachers are of great importance in the life of the students."
"415","La mayoría no cree que la firma del tratado signifique el fin de la guerra.","The majority doesn't think that the signing of the treaty means the end of the war."
"416","La promoción del año pasado significó mucho para mí.","Last year's promotion meant a lot to me."
"417","cruzar","to cross (the road one's legs arms)"
"418","Cruce la calle Alma y luego doble a la derecha.","Cross Alma Street and then turn to the right."
"419","¡Qué pena!","What a pity!"
"420","La gimnasta cruzó las piernas en el salto final!","The gymnast crossed her legs in the final jump."
"421","Ya habíamos cruzado el puente cuando tuvimos que regresarnos.","We had already crossed the bridge when we had to turn back."
"422","¡Los voluntarios se cruzaron de brazos y no hicieron nada!","The volunteers refrained from helping and did nothing!"
"423","sacudir","to shake, to beat, to shake off the dust"
"424","El alumno sacudió el borrador de la pizarra.","The student beat the blackboard eraser."
"425","Yanet ha sacudido las alfombras.","Janet has shaken off the dust from the rugs."
"426","En la playa el viento sacude las palmeras.","At the beach the wind shakes the palm trees."
"427","Aunque sacuda los pantalones siempre están arrugados.","Even if I shake out the pants they are always wrinkled."
"428","calzar","to put shoes or boots, to shoe, to wear a certain size"
"429","Ella calza treinta y siete.","Her shoe size is seven."
"430","Después que hayamos calzado a las tropas con botas nos iremos a marchar.","Once we have fitted the troops with boots we will march."
"431","Calzaron a los caballos con herraduras nuevas.","The horses were shoed with new horseshoes."
"432","El jovencito ya calzaba el mismo número que el papá.","The teen was already wearing the same shoe size as his father."
"433","escuchar","to listen, to pay attention"
"434","Escucha siempre los consejos de los viejos.","Always listen to the advice of the elders."
"435","Ella escuchaba música cuando el radio se descompuso.","She was listening to music when the radio stopped working."
"436","Ellos hubiesen escuchado más atentamente pero el ruido los distrajo.","They would have listened more attentively but the noise distracted them"
"437","remendar","to mend, to fix"
"438","El arrendador remienda las alfombras.","The landlord mends the carpets."
"439","Marta está remendando las camisas.","Martha is mending the shirts."
"440","Ellos han remendado las redes de pescar.","They have mended the fishing nets."
"441","Te aconsejo que no remiendes la tubería.","I advise you not to repair the pipes."
"442","barrer","to sweep, to sweep away"
"443","El viento ha barrido las calles.","The wind has swept through the streets."
"444","Las lluvias barrieron el llano.","The rain swept down the plain."
"445","Él barrerá el patio cuando tenga tiempo.","He will sweep the patio when he has time."
"446","Los muchachos están barriendo el piso.","The young men are sweeping the floor."
"447","luchar","to fight, to struggle"
"448","Las tropas lucharon por la libertad del país.","The troops fought for the freedom of the country."
"449","Las mujeres han luchado por sus derechos.","The women have fought for their rights."
"450","Habrían luchado hasta morir si hubiese sido necesario.","They would have fought to the death if it had been necessary."
"451","Luchó para llegar a esa posición.","He struggled to get to that position."
"452","descansar","to rest"
"453","Siempre descanso media hora después del almuerzo.","I always rest half an hour after lunch."
"454","No descansaremos hasta que terminemos de estudiar.","We will not rest until we finish studying."
"455","Habríamos descansado pero nos llamaron del hospital.","We would have rested but we received a call from the hospital."
"456","Descansaría más pero hay que trabajar.","I would rest more but one has to work."
"457","estar","to be, to exist, to be in a place"
"458","Los estudiantes están haciendo la tarea.","The students are doing their homework."
"459","Los libros estaban sobre la mesa.","The books were on the table."
"460","Edna ha estado nerviosa pero ya está tranquila.","Edna has been nervous but now she is calm."
"461","Si estuviéramos en Madrid estaríamos de fiesta.","If we were in Madrid we would be partying."
"462","¿Cómo estás?","How are you?"
"463","El teléfono celular está de moda.","Cellular phones are very fashionable (popular)."
"464","El avión está listo para partir.","The airplane is ready to take off."
"465","desvestirse","to get undressed, to undress oneself"
"466","La niña se desvistió para bañarse.","The little girl got undressed (by herself) to take a bath."
"467","Desvístete y ponte el traje de baño.","Undress and put on your bathing suit."
"468","La mamá desviste a sus hijos.","The mother undresses her children."
"469","La niña vestía y desvestía a su muñeca.","The little girl was dressing and undressing her doll."
"470","pertenecer","to belong, to pertain"
"471","Ese libro le pertenece a María.","That book belongs to Mary."
"472","Aunque no pertenezcas al Club de Español puedes ir conmigo.","Even if you don't belong to the Spanish Club you can go with me."
"473","Juan Carlos habla como si perteneciera a la realeza.","Juan Carlos speaks as if he belonged to royalty."
"474","Ese radio le pertenecía a Cody pero me lo vendió.","That radio used to belong to Cody but she sold it to me."
"475","enojarse","to anger, to get mad"
"476","Ella siempre está enojándose por nada.","She is always getting mad about every little thing."
"477","Si me enojo me contento de nuevo.","If I get mad I make myself happy again."
"478","Temo que ellos la hayan enojado demasiado.","I am afraid that they have gotten her too angry."
"479","repartir","to distribute, to deliver, to deal cards"
"480","Freddy ha repartido el material didáctico.","Freddy has distributed the teaching materials."
"481","La oficina de correos repartirá la correspondencia por la mañana.","The post office will deliver the mail in the mornings."
"482","Ellos están repartiendo los juguetes a los niños pobres.","They are distributing the toys to the poor children."
"483","¡Reparte las barajas ya!","Deal the cards now!"
"484","importar","to be concerned, to matter"
"485","A ella no le importaban sus estudios antes pero ahora sí.","She wasn't concerned about her studies before but now she is."
"486","Si esa chica te importara la tratarías mejor.","If that girl mattered to you you would treat her better."
"487","Los estudiantes me han importado desde que empecé a enseñar.","The students matter to me since I started teaching."
"488","Ellos importaron el vino de España.","They imported the wine from Spain."
"489","¡No te metas donde no te importa!","Don't interfere with things that don't concern you!"
"490","pasar","to pass (by), to happen, to spend time"
"491","Ellos pasarán por aquí a eso de las seis.","They will pass by around six o'clock."
"492","¿Qué pasó?","What happened?"
"493","Pase por favor.","Come in please."
"494","Pasamos el día jugando a las cartas.","We spent the day playing cards."
"495","La pasaron por alto en la promoción.","They disregarded her for the promotion."
"496","La profesora pasa la lista todos los días.","The professor calls the roll everyday."
"497","mojarse","to get wet, to wet oneself"
"498","Mojémonos con la lluvia.","Let's get wet in the rain."
"499","Ya nos habíamos mojado cuando entramos en la casa.","We had already gotten wet when we entered the house."
"500","¡No te mojes los zapatos!","Don't wet your shoes!"
"501","¡Mójale el pelo!","Wet her hair!"
"502","Ella mojaba la ropa para plancharla.","She used to wet the clothing to iron it."
"503","recibir","to receive, to get"
"504","Magali recibió muchos regalos de su hermana.","Magali received many gifts from her sister."
"505","Aunque recibiera la carta no la contestaría.","If I were to receive the letter I wouldn't answer it."
"506","No recibas nada de extraños.","Do not accept anything from strangers."
"507","Recibirá el pasaporte dentro de un mes.","You will receive the passport in a month."
